Player,Squad,Pos,Age,Gls,Ast,Min,MP,GS,xG,npxG,xAG,PrgC,PrgP,Yellow,Red,League,Country,Source,Source_URL
Tyrique George,Chelsea,FW,19-324,0,0,145,4,0,0.3,0.3,0.0,1,4,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Morgan Gibbs-White,Nott'ham Forest,"MF,FW",25-332,3,1,"1,421",17,16,4.0,4.0,1.1,35,96,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jamie Gittens,Chelsea,FW,21-139,0,2,430,12,4,0.8,0.8,0.7,24,8,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Wilfried Gnonto,Leeds United,"FW,MF",22-050,0,1,306,9,4,0.2,0.2,0.6,7,11,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
João Gomes,Wolves,MF,24-316,0,0,"1,279",16,14,0.5,0.5,0.2,22,74,6,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Rodrigo Gomes,Wolves,"FW,DF",22-171,1,0,331,6,4,1.0,1.0,0.1,13,7,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Toti Gomes,Wolves,DF,26-343,0,0,949,13,12,0.0,0.0,0.2,6,23,2,1,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Diego Gómez,Brighton,"MF,FW",22-273,2,0,959,15,11,3.7,3.7,1.3,10,26,5,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Joe Gomez,Liverpool,DF,28-216,0,2,249,8,3,0.2,0.2,0.7,2,10,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Nicolás González,Manchester City,MF,23-356,1,0,"1,137",16,12,0.5,0.5,0.5,20,70,4,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Anthony Gordon,Newcastle Utd,FW,24-304,2,1,687,12,10,4.0,2.4,1.9,37,30,0,1,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Ryan Gravenberch,Liverpool,MF,23-223,3,2,"1,321",15,15,0.7,0.7,1.5,33,78,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Archie Gray,Tottenham,MF,19-288,0,0,353,7,5,0.1,0.1,0.1,5,15,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jack Grealish,Everton,FW,30-106,2,4,"1,339",16,15,2.0,2.0,3.7,78,59,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Brajan Gruda,Brighton,"MF,FW",21-208,1,1,476,13,5,1.6,1.6,0.8,16,19,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Ilia Gruev,Leeds United,MF,25-233,0,0,395,9,4,0.0,0.0,0.2,1,13,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Gabriel Gudmundsson,Leeds United,DF,26-240,0,0,"1,380",17,16,0.9,0.9,1.8,44,51,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Marc Guéhi,Crystal Palace,DF,25-165,2,2,"1,440",16,16,1.3,1.3,1.5,19,80,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Evann Guessand,Aston Villa,FW,24-177,0,1,515,12,6,1.0,1.0,0.6,12,8,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Luis Guilherme,West Ham,"FW,MF",19-319,0,0,125,5,1,0.1,0.1,0.0,2,2,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Bruno Guimarães,Newcastle Utd,MF,28-039,5,2,"1,388",16,15,2.3,2.3,1.1,18,120,4,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Marc Guiu,Sunderland,FW,19-355,0,0,15,2,0,0.0,0.0,0.0,0,1,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Marc Guiu,Chelsea,FW,19-355,0,1,238,7,1,1.4,1.4,1.0,2,2,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Malo Gusto,Chelsea,"DF,MF",22-220,2,2,944,15,10,1.2,1.2,1.2,13,52,3,1,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Joško Gvardiol,Manchester City,DF,23-336,2,1,"1,128",13,13,1.5,1.5,0.3,17,76,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Viktor Gyökeres,Arsenal,FW,27-204,5,0,"1,016",15,12,5.5,3.9,1.1,11,13,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Erling Haaland,Manchester City,FW,25-157,19,4,"1,461",17,17,16.4,14.8,2.4,26,11,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Lewis Hall,Newcastle Utd,DF,21-108,0,1,612,10,6,0.3,0.3,0.4,8,43,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jack Harrison,Leeds United,"FW,DF",29-035,0,0,269,11,1,0.3,0.3,0.4,8,10,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Quilindschy Hartman,Burnley,DF,24-041,0,4,"1,337",15,15,0.2,0.2,1.5,6,44,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jorrel Hato,Chelsea,DF,19-293,0,0,168,4,2,0.0,0.0,0.0,0,4,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Kai Havertz,Arsenal,FW,26-197,0,0,31,1,0,0.0,0.0,0.0,1,2,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Ayden Heaven,Manchester Utd,DF,19-094,0,1,323,6,4,0.0,0.0,0.4,1,6,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jan Paul van Hecke,Brighton,DF,25-200,3,1,"1,440",16,16,1.6,1.6,0.2,45,117,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Hwang Hee-chan,Wolves,FW,29-333,1,0,585,12,7,1.1,1.1,0.2,12,17,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Dean Henderson,Crystal Palace,GK,28-288,0,0,"1,530",17,17,0.0,0.0,0.0,0,2,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jordan Henderson,Brentford,MF,35-191,1,3,"1,220",16,14,0.3,0.3,1.6,6,69,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Rico Henry,Brentford,DF,28-170,0,0,448,13,3,0.1,0.1,0.1,15,12,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Mads Hermansen,West Ham,GK,25-167,0,0,360,4,4,0.0,0.0,0.0,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Aaron Hickey,Brentford,DF,23-198,0,0,416,10,5,0.4,0.4,0.0,2,13,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
James Hill,Bournemouth,DF,23-349,0,0,306,9,2,0.1,0.1,0.0,3,17,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Piero Hincapié,Arsenal,DF,23-350,0,0,565,8,6,0.0,0.0,0.4,7,21,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jack Hinshelwood,Brighton,MF,20-258,1,1,412,9,4,0.4,0.4,0.2,7,15,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Ki-Jana Hoever,Wolves,"DF,MF",23-341,0,0,425,8,6,0.0,0.0,0.5,9,13,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Callum Hudson-Odoi,Nott'ham Forest,FW,25-048,3,1,867,16,8,1.6,1.6,2.0,51,36,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Will Hughes,Crystal Palace,MF,30-252,0,0,548,14,6,0.3,0.3,0.5,4,34,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Trai Hume,Sunderland,"DF,MF",23-282,0,1,"1,383",17,15,0.5,0.5,0.8,16,48,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Bashir Humphreys,Burnley,DF,22-285,0,0,3,1,0,0.0,0.0,0.0,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Omari Hutchinson,Nott'ham Forest,FW,22-056,0,2,569,12,4,1.2,1.2,2.0,33,15,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Igor,West Ham,DF,27-321,0,0,105,4,1,0.0,0.0,0.0,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Tim Iroegbunam,Everton,MF,22-178,0,1,583,13,7,0.2,0.2,0.2,5,21,5,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Andy Irving,West Ham,MF,25-226,0,0,158,7,2,0.0,0.0,0.3,2,12,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Alexander Isak,Liverpool,FW,26-095,2,1,504,10,6,2.0,2.0,0.6,6,8,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Wilson Isidor,Sunderland,FW,25-120,4,0,921,17,11,3.3,3.3,0.0,9,9,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Alex Iwobi,Fulham,"MF,FW",29-236,2,2,"1,328",16,16,0.8,0.8,2.1,51,86,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Daniel James,Leeds United,FW,28-045,0,0,354,10,4,0.7,0.7,0.6,17,10,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Reece James,Chelsea,"DF,MF",26-017,2,3,"1,114",16,12,0.7,0.7,2.1,17,69,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Vitaly Janelt,Brentford,MF,27-229,0,1,406,12,3,0.3,0.3,0.4,2,23,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Mathias Jensen,Brentford,MF,29-358,2,0,547,15,6,0.6,0.6,0.2,4,35,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Gabriel Jesus,Arsenal,FW,28-266,0,0,36,2,0,0.1,0.1,0.0,4,2,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Igor Jesus,Nott'ham Forest,FW,24-303,1,0,824,16,9,3.1,3.1,0.9,7,15,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Álex Jiménez,Bournemouth,"DF,FW",20-231,0,0,799,13,9,0.3,0.3,0.3,36,38,4,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Raúl Jiménez,Fulham,FW,34-234,3,2,956,16,12,4.0,3.2,0.7,5,22,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
João Pedro,Chelsea,"FW,MF",24-090,5,3,"1,352",17,16,5.0,5.0,2.8,37,53,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Joelinton,Newcastle Utd,MF,29-133,0,0,934,13,12,0.7,0.7,1.1,14,53,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
John,Nott'ham Forest,GK,29-315,0,0,180,2,2,0.0,0.0,0.0,0,0,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Brennan Johnson,Tottenham,FW,24-216,2,0,604,15,6,1.0,1.0,0.4,16,12,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Sam Johnstone,Wolves,GK,32-275,0,0,"1,080",12,12,0.0,0.0,0.0,0,1,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Curtis Jones,Liverpool,MF,24-329,0,0,733,15,6,0.5,0.5,0.6,25,87,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Eli Junior Kroupi,Bournemouth,"FW,MF",19-185,5,0,451,13,5,2.8,2.8,0.4,6,1,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Hamed Junior Traorè,Bournemouth,MF,25-312,0,1,17,1,0,0.0,0.0,0.2,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
James Justin,Leeds United,DF,27-305,0,0,167,9,1,0.0,0.0,0.0,0,5,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Filip Jørgensen,Chelsea,GK,23-253,0,0,84,1,0,0.0,0.0,0.0,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Ferdi Kadioglu,Brighton,"DF,FW",26-079,0,0,"1,245",16,13,0.6,0.6,0.5,45,59,4,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Sasa Kalajdzic,Wolves,FW,28-171,0,0,15,1,0,0.0,0.0,0.0,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Arnaud Kalimuendo,Nott'ham Forest,FW,23-339,0,0,89,8,0,0.4,0.4,0.0,4,2,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Daichi Kamada,Crystal Palace,MF,29-142,0,0,"1,164",14,14,0.9,0.9,1.2,20,59,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Boubacar Kamara,Aston Villa,MF,26-032,1,3,"1,158",15,14,0.2,0.2,0.7,9,62,4,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Mohamadou Kanté,West Ham,"MF,FW",20-096,0,0,11,2,0,0.0,0.0,0.0,1,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Michael Kayode,Brentford,DF,21-168,0,0,"1,477",17,17,0.2,0.2,1.7,32,32,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Michael Keane,Everton,DF,32-348,2,0,"1,414",16,16,1.1,1.1,0.1,4,36,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Caoimhín Kelleher,Brentford,GK,27-032,0,0,"1,530",17,17,0.0,0.0,0.0,0,1,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Milos Kerkez,Liverpool,DF,22-048,1,0,"1,121",16,14,1.0,1.0,0.9,20,58,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Kevin,Fulham,"FW,MF",22-355,0,0,500,13,4,0.5,0.5,0.5,41,22,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Abdukodir Khusanov,Manchester City,DF,21-299,0,0,252,5,3,0.0,0.0,0.0,3,7,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Max Kilman,West Ham,DF,28-216,0,0,"1,264",15,14,0.5,0.5,0.2,4,30,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Joshua King,Fulham,MF,18-356,0,1,848,17,11,1.1,1.1,0.4,22,26,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Justin Kluivert,Bournemouth,MF,26-234,1,0,712,15,8,0.5,0.5,0.8,16,26,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Joe Knight,Brighton,MF,20-095,0,0,1,1,0,0.0,0.0,0.0,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Randal Kolo Muani,Tottenham,FW,27-020,0,0,612,10,8,1.2,1.2,0.2,8,8,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Ibrahima Konaté,Liverpool,DF,26-214,0,0,"1,426",17,17,0.8,0.8,0.5,16,64,4,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Ezri Konsa,Aston Villa,DF,28-063,0,0,"1,415",16,16,0.3,0.3,0.1,7,45,0,1,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Charalampos Kostoulas,Brighton,"FW,MF",18-209,1,0,94,8,0,0.7,0.7,0.8,6,2,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Mateo Kovačić,Manchester City,MF,31-233,0,0,5,1,0,0.0,0.0,0.0,0,1,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Emil Krafth,Newcastle Utd,DF,31-145,0,0,45,1,1,0.0,0.0,0.0,0,2,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Ladislav Krejčí,Wolves,"DF,MF",26-249,1,1,"1,053",12,12,1.6,1.6,0.7,9,50,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Mohammed Kudus,Tottenham,"FW,MF",25-145,2,5,"1,343",16,16,1.7,1.7,2.7,54,36,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jonah Kusi-Asare,Fulham,FW,18-174,0,0,25,3,0,0.0,0.0,0.0,1,2,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Shea Lacey,Manchester Utd,DF,18-255,0,0,7,1,0,0.0,0.0,0.0,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Maxence Lacroix,Crystal Palace,DF,25-263,0,2,"1,530",17,17,0.6,0.6,0.8,3,26,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Senne Lammens,Manchester Utd,GK,23-171,0,0,990,11,11,0.0,0.0,0.0,0,2,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jamaal Lascelles,Newcastle Utd,DF,32-044,0,0,21,2,0,0.0,0.0,0.0,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Josh Laurent,Burnley,"DF,MF",30-233,0,0,700,14,7,0.2,0.2,0.2,9,17,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Roméo Lavia,Chelsea,MF,21-353,0,0,108,4,1,0.0,0.0,0.0,1,9,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Enzo Le Fée,Sunderland,"MF,FW",25-325,2,3,"1,215",16,14,2.2,0.7,1.7,24,33,4,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Bernd Leno,Fulham,GK,33-296,0,0,"1,530",17,17,0.0,0.0,0.0,0,1,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Jefferson Lerma,Crystal Palace,MF,31-061,0,1,543,15,4,0.6,0.6,0.5,3,28,3,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Rico Lewis,Manchester City,"DF,MF",21-034,0,1,209,8,2,0.0,0.0,1.3,3,20,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Keane Lewis-Potter,Brentford,"FW,DF",24-306,2,1,647,15,7,0.9,0.9,0.8,15,16,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Myles Lewis-Skelly,Arsenal,DF,19-090,0,0,203,11,0,0.1,0.1,0.1,3,6,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Matthijs de Ligt,Manchester Utd,DF,26-135,1,0,"1,170",13,13,1.5,1.5,0.6,3,23,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Victor Lindelöf,Aston Villa,"DF,MF",31-161,0,1,209,6,2,0.0,0.0,0.0,2,7,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Valentino Livramento,Newcastle Utd,DF,23-043,0,1,976,11,11,0.1,0.1,0.3,19,47,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Sean Longstaff,Leeds United,MF,28-056,1,2,878,12,10,0.7,0.7,2.1,3,31,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Fer López,Wolves,MF,21-215,0,1,232,8,2,0.2,0.2,0.7,8,20,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Lucas,Burnley,DF,24-276,0,0,142,3,2,0.1,0.1,0.0,2,7,0,1,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Florentino Luís,Burnley,MF,26-128,0,1,"1,009",13,12,0.4,0.4,0.2,5,46,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Douglas Luiz,Nott'ham Forest,MF,27-230,0,0,263,6,5,0.0,0.0,0.6,5,6,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Saša Lukić,Fulham,MF,29-134,1,1,861,14,11,1.6,1.6,1.3,15,24,5,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Ian Maatsen,Aston Villa,DF,23-290,0,0,530,12,5,0.4,0.4,1.5,14,30,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Alexis Mac Allister,Liverpool,MF,27-001,0,2,"1,094",16,14,1.5,1.5,1.4,18,48,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Noni Madueke,Arsenal,FW,23-290,0,0,423,9,5,0.5,0.5,0.8,28,14,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Gabriel Magalhães,Arsenal,DF,28-006,1,2,990,11,11,0.8,0.8,1.4,6,39,1,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Soungoutou Magassa,West Ham,MF,22-078,1,0,529,11,6,0.3,0.3,0.1,3,13,2,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Harry Maguire,Manchester Utd,DF,32-295,1,1,345,8,4,0.3,0.3,0.4,2,15,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Kobbie Mainoo,Manchester Utd,MF,20-250,0,0,221,11,0,0.1,0.1,0.3,11,8,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Donyell Malen,Aston Villa,"FW,MF",26-350,4,1,542,17,4,3.2,3.2,0.4,13,13,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Giorgi Mamardashvili,Liverpool,GK,25-087,0,0,450,5,5,0.0,0.0,0.0,0,0,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Reinildo Mandava,Sunderland,DF,31-338,0,0,"1,022",12,12,0.1,0.1,0.0,18,41,4,1,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Mateus Mane,Wolves,"MF,FW",18-100,0,1,97,6,0,0.0,0.0,0.2,5,3,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
Omar Marmoush,Manchester City,"FW,MF",26-321,0,1,211,10,2,1.2,1.2,1.0,7,5,0,0,Premier League,England,cloudscraper,https://fbref.com/en/comps/9/stats/Premier-League-Stats
